Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Basic,Chrome 61.0.3163.100,,2560-11-07 13:48:39,2560-11-07 13:54:42,6m - 3.163s,PASSED
,,,,,,
Test Cases/1. Start Page (without login)/Single Verbatim without login,Chrome 61.0.3163.100,,2560-11-07 13:48:39,2560-11-07 13:49:26,46.382s,PASSED
openBrowser,Chrome 61.0.3163.100,,2560-11-07 13:48:40,2560-11-07 13:48:42,2.334s,PASSED
maximizeWindow,Chrome 61.0.3163.100,,2560-11-07 13:48:42,2560-11-07 13:48:42,0.200s,PASSED
navigateToUrl,Chrome 61.0.3163.100,,2560-11-07 13:48:42,2560-11-07 13:48:47,4.300s,PASSED
click,Chrome 61.0.3163.100,\u0E01\u0E14\u0E1B\u0E38\u0E48\u0E21 Predict,2560-11-07 13:48:47,2560-11-07 13:48:47,0.238s,PASSED
verifyElementPresent,Chrome 61.0.3163.100,\u0E22\u0E37\u0E19\u0E22\u0E31\u0E19\u0E02\u0E49\u0E2D\u0E04\u0E27\u0E32\u0E21\u0E41\u0E08\u0E49\u0E07\u0E40\u0E15\u0E37\u0E2D\u0E19 Verbatim is not null,2560-11-07 13:48:47,2560-11-07 13:48:47,0.130s,PASSED
setText,Chrome 61.0.3163.100,\u0E01\u0E23\u0E2D\u0E01\u0E02\u0E49\u0E2D\u0E04\u0E27\u0E32\u0E21 predict,2560-11-07 13:48:47,2560-11-07 13:48:47,0.311s,PASSED
click,Chrome 61.0.3163.100,\u0E01\u0E14\u0E1B\u0E38\u0E48\u0E21 Predict,2560-11-07 13:48:47,2560-11-07 13:48:47,0.051s,PASSED
verifyElementPresent,Chrome 61.0.3163.100,\u0E15\u0E23\u0E27\u0E08\u0E2A\u0E2D\u0E1A\u0E1C\u0E25\u0E25\u0E31\u0E1E\u0E18\u0E4C Predict ,2560-11-07 13:48:47,2560-11-07 13:49:06,18.644s,PASSED
verifyElementPresent,Chrome 61.0.3163.100,\u0E15\u0E23\u0E27\u0E08\u0E2A\u0E2D\u0E1A\u0E1C\u0E25\u0E25\u0E31\u0E1E\u0E18\u0E4C Predict ,2560-11-07 13:49:06,2560-11-07 13:49:06,0.096s,PASSED
setText,Chrome 61.0.3163.100,\u0E01\u0E23\u0E2D\u0E01\u0E02\u0E49\u0E2D\u0E04\u0E27\u0E32\u0E21 predict \u0E17\u0E35\u0E48\u0E40\u0E1B\u0E47\u0E19\u0E04\u0E33\u0E2B\u0E22\u0E32\u0E1A,2560-11-07 13:49:06,2560-11-07 13:49:06,0.150s,PASSED
click,Chrome 61.0.3163.100,\u0E01\u0E14\u0E1B\u0E38\u0E48\u0E21 Predict,2560-11-07 13:49:06,2560-11-07 13:49:06,0.142s,PASSED
